,baseline,sleeve25,sleeve50,sleeve75,staged50,full_switch
2024-07-15,185422.1805605453,186419.33006030292,187373.55661352622,188281.64072606206,188552.54698838395,189178.13871446787
2024-07-16,185100.96555085597,186096.3149664995,187048.94144495475,187955.42548272252,188225.9317263524,188850.32339636027
2024-07-17,183173.7712177795,184158.3206651804,185101.34717186439,185998.23123786092,186266.337488548,186883.52917972743
2024-07-18,180122.38178582606,181089.83129245014,182017.65785177695,182899.3419704163,183163.64823426408,183769.43996492564
2024-07-19,177392.16907353816,178344.31850892276,179258.5450049256,180126.629060241,180387.53530825776,180983.12699142634
2024-07-22,177070.97320886073,178021.32266741962,178933.94918402183,179800.43325993657,180060.9395131032,180655.3312117213
2024-07-23,178607.37073284877,179566.33858957846,180486.51820815483,181360.74923956342,181623.19223160352,182223.39414684204
2024-07-24,177257.3720203091,178208.83988419134,179121.51950992027,179989.7505470509,180250.69354052152,180846.39546005157
2024-07-25,172127.3683295895,173050.33617296774,173934.51577819267,174779.9467989201,175035.18978828992,175613.79169551758
2024-07-26,169893.44094544437,170808.55806346165,171684.88694332563,172524.0373837643,172777.71022806191,173351.60170007302
2024-07-29,170568.9302899196,171488.1441361758,172368.01385209992,173210.81841627,173465.93236176137,174042.03685631006
2024-07-30,168775.87156540304,169680.68548976514,170547.45910461975,171377.4637382173,171628.07388024102,172196.1784181819
2024-07-31,168257.0146217936,169156.3901413429,170018.2721634157,170843.38947997423,171092.25491144965,171657.22111864263
2024-08-01,168520.71122676073,169421.48672828558,170284.6687336214,171111.08603344293,171360.3514597685,171926.21765537435
2024-08-02,167729.60569411455,168626.18116626624,169485.46314432696,170307.9804168734,170556.04583480666,171119.21201152974
2024-08-05,166147.41034656702,167035.58584341887,167887.06784441546,168701.78513989778,168947.45056488822,169505.21675748998
2024-08-06,164565.2149990195,165444.9905205715,166288.67254450396,167095.58986292215,167338.85529496978,167891.22150345022
2024-08-07,164828.9116039866,165710.08710751418,166555.06911470965,167363.28641639085,167606.95184328864,168160.21804018194
2024-08-08,164318.45103149617,165196.91646751715,166039.38198345652,166845.0827938816,167087.97391577752,167639.49792641657
2024-08-09,164323.55075752357,165202.04728943497,166044.54390126475,166850.24471168983,167093.16692947614,167644.6909401152
2024-08-12,164342.12993560577,165220.73975518838,166063.3496546894,166869.05046511447,167112.08597057202,167663.60998121108
2024-08-13,164347.22966163317,165225.8705771062,166068.51157249763,166874.2123829227,167117.27898427064,167668.8029949097
2024-08-14,164352.32938766057,165231.001399024,166073.67349030587,166879.37430073094,167122.47199796926,167673.99600860832
2024-08-15,164357.42911368798,165236.13222094183,166078.8354081141,166884.53621853917,167127.66501166788,167679.18902230693
2024-08-16,164362.52883971538,165241.26304285965,166083.99732592233,166889.6981363474,167132.8580253665,167684.38203600555
2024-08-19,164462.91425961987,165342.03626802537,166185.4328739393,166991.40820195436,167234.95589623472,167786.75442446378
2024-08-20,164462.91425961987,165342.03626802537,166185.4328739393,166991.40820195436,167234.95589623472,167786.75442446378
2024-08-21,165178.11926145092,166059.6412866411,166907.83792612437,167716.21327092408,167962.16098198912,168516.35952700285
2024-08-22,164760.90687055126,165641.02885416124,166486.4254104841,167293.40071370362,167537.94838318846,168090.746886622
2024-08-23,164194.71948880688,165072.94151476,165914.53815576914,166719.6135013318,166962.26121315977,167513.15975893644
2024-08-26,165207.91710156933,166089.53911951158,166937.935744499,167746.4110820508,167992.4587858679,168546.7573236337
2024-08-27,165088.71153134838,165969.93353059862,166817.530118202,167625.60543706178,167871.25312218687,168425.15164126066
2024-08-28,164909.91028089062,165790.5322759447,166636.92885515574,167444.40416981935,167689.45185074827,168242.7503656259
2024-08-29,165118.5093714668,165999.8313634691,166847.62793657664,167655.8032481885,167901.55092606565,168455.54943789152
2024-08-30,164731.10903043285,165611.13102129076,166456.32759210948,167263.20290257692,167507.65057930967,168060.34908999113
2024-09-02,163807.31914777294,164684.24117258165,165523.23781130198,166327.01315572023,166568.3608664038,167117.95941103605
2024-09-03,164105.31175870434,164983.2337587175,165824.23034784678,166629.0056674695,166871.35335335752,167421.95187319425
2024-09-04,162972.90857572094,163847.03056505296,164680.42713281992,165481.4024417615,165719.95011696836,166266.74862612394
2024-09-05,164135.10959882275,165013.131591588,165854.3281662214,166659.2034785962,166901.6511572363,167452.3496698251
2024-09-06,164582.1198298408,165461.64185693834,166305.8385002363,167112.21384694337,167356.16155991575,167908.36010683683
2024-09-09,163390.1209666206,164265.64299753282,165101.83964846018,165904.21499898194,166144.16271576902,166692.3612665048
2024-09-10,164462.91425961987,165342.03626802537,166185.4328739393,166991.40820195436,167234.95589623472,167786.75442446378
2024-09-11,165327.10846204296,166209.1304509935,167058.32701799754,167867.20232655763,168113.65000138304,168668.34851015714
2024-09-12,164999.31801099316,165880.24003198717,166727.2366630781,167535.01200368165,167780.35971055052,168333.95825136808
2024-09-13,167383.3157374336,168272.2377507982,169135.23436663035,169951.0096996045,170204.35739884397,170765.95593203214
2024-09-18,167323.72005719677,168212.44208505724,169075.03872988108,169890.61407735109,170143.7617910864,170705.16033877042
2024-09-19,167055.51107663647,167943.33307436082,168804.12965891245,169618.80497624635,169871.05265984556,170431.55117739347
2024-09-20,168932.91710156933,169827.03911951158,170700.435744499,171521.4110820508,171779.9587858679,172346.7573236337
2024-09-23,170363.31289548412,171262.234899312,172145.23149607066,172971.00681950807,173234.3545092108,173805.95303286222
2024-09-24,169946.11471433178,170843.63672426317,171723.83333322886,172548.2086627698,172810.15635857603,173380.35488833097
2024-09-25,171227.50709790722,172129.32908228014,173018.12564012888,173846.80094411134,174113.0486143591,174687.54711855558
2024-09-26,171555.31175870434,174385.66457091155,175279.41520713642,176111.94457385474,176376.57445010895,176957.68106413688
2024-09-27,171298.30375867136,177930.78305670552,179361.2617286415,180259.84253602268,180457.58962455127,181171.6304669677
2024-09-30,171317.6759504522,182630.62485862806,184790.4239785822,185689.11807363463,185886.86516216322,186601.0192922509
2024-10-08,171372.1851285344,187825.88402197335,190786.7706436151,191685.78350579084,191883.53059431943,192598.00349153037
2024-10-09,171377.50252579467,193545.65660066507,197396.9564938043,198296.0004518704,198493.747540399,199208.25153350036
2024-10-10,171382.81992305495,188302.5306984646,188398.80568615696,189209.84362144838,189407.59070997697,190122.12579896871
2024-10-11,171388.13732031523,187931.80350055452,187821.88300390405,190085.3432097499,190283.0902982785,190997.65648316065
2024-10-14,171407.50951209606,192350.54333657282,194648.09716966975,200711.60551966343,201380.23388877866,202094.9133613321
2024-10-15,171412.82690935634,191042.81703225558,192621.17587024457,197438.4673611094,197356.66296493146,198071.37353337527
2024-10-16,171418.14430661662,191702.79331935756,193639.25858101994,199077.23567142358,199911.7359778933,200666.36531327435
2024-10-17,171423.4617038769,192175.36643420497,194367.3363827567,200248.19606295077,201458.73450255912,202219.36383221814
2024-10-18,171428.7791011372,196770.73673423496,201475.4098285861,211710.74942794867,216619.3237326197,217438.75302050778
2024-10-21,171448.15129291802,198472.17804468144,204096.62627601757,215926.27550994756,222188.52579808753,223029.55509398648
2024-10-22,171453.4686901783,195852.65187440312,200039.70518401658,209378.53768599016,213525.32668328803,214332.7559826202
2024-10-23,171458.78608743858,194826.0275359901,198447.7869268125,206807.10443485342,210121.93361735862,210916.1629435844
2024-10-24,171464.10348469886,194080.49957852613,197290.86306915598,204937.36214960754,207646.72860122245,208431.35790799328
2024-10-25,171469.42088195914,194553.07269337354,198018.94087089278,206108.32254113472,209193.72712588828,209984.35642693707
2024-10-28,171488.79307373997,195879.7132442661,200060.15614292066,209388.24672708605,213525.32668328803,214332.7559826202
2024-10-29,171494.11047100025,195508.98604635603,199483.26455655816,208454.10633788776,212287.72417521995,213090.35346482464
2024-10-30,171499.42786826054,196918.5582676106,201661.37207135762,211964.06449877075,216928.71974921745,217749.349021656
2024-10-31,171504.74526552082,199171.4363865779,205144.48871282028,217579.13738190563,224354.33479762595,225203.76412842938
2024-11-01,171510.0626627811,194209.40686532645,197462.5935311056,205183.92228892277,207956.1246178202,208741.9539091415
2024-11-04,171529.43485456193,196754.14848853042,201388.92375019804,211504.66243931837,216309.92771602195,217128.15701935955
2024-11-05,171534.7522518222,203317.22137997963,211542.0323021183,227879.15336907492,237967.9255030207,238870.15479777523
2024-11-06,171540.0696490825,202477.99462886597,210240.1414071697,225775.54519108916,235183.32447028678,236074.75376103588
2024-11-07,171545.38704634277,208197.76720755768,219088.24947510025,240044.93534012025,254056.7212245516,255021.35050271222
2024-11-08,171550.70444360306,206234.1437627375,216046.36369661434,235134.53541551813,247559.33110929054,248498.76042578885
2024-11-11,171570.07663538388,208404.08462638757,219392.69274030317,240519.67366986614,254675.5316994242,255642.56101821133
2024-11-12,171575.39403264417,208314.45939438173,219250.80419616174,240287.2692839756,254366.13568282645,255331.9650170631
2024-11-13,171580.71142990445,207662.63023056742,218238.90956757817,238651.45508325042,252200.32668328803,253157.7559826202
2024-11-14,171586.02882716473,205699.00678574725,215197.02378909226,233741.0551586483,245702.93656802695,246635.16590569683
2024-11-15,171591.346224425,201955.0783368072,209400.1302667709,224386.5427424385,233326.9299290232,234211.15924094387
2024-11-18,171610.71841620584,198409.32018340938,203901.46083157026,215503.78345049516,221569.73376489204,222408.36309169003
2024-11-19,171616.03581346612,201505.49303017894,208689.56931434915,223223.97426871952,231779.93140435737,232658.1607220001
2024-11-20,171621.3532107264,202165.4637323257,209707.67447834142,224862.75973339772,233945.7219622187,234832.35124324032
2024-11-21,171626.67060798669,203293.93957263127,211450.7875935933,227671.0580242802,237658.52948642295,238559.558796627
2024-11-22,171631.98800524697,200393.3114364487,206958.89455526165,220421.64638879593,228067.1238801531,228930.9531686134
2024-11-25,171651.3601970278,199752.25498087727,205955.22774743376,218789.79133507662,225901.3333222918,226756.76264737317
2024-11-26,171656.67759428808,198913.02822976361,204653.33685248514,216686.18315709085,223116.73228955787,223961.36161063382
2024-11-27,171661.99499154836,202102.89987018285,209586.44346844655,224640.27096394548,233636.32594562095,234521.7552420921
2024-11-28,171667.31238880864,201638.4738786231,208864.55374890153,223472.2646820073,232089.32742095512,232968.7567231483
2024-11-29,171672.62978606892,206327.54855725798,216117.66506647732,235168.76007305234,247559.33110929054,248498.76042578885
2024-12-02,171692.00197784975,206623.4856231385,216563.98823314818,235875.8888471624,248487.51915908378,249430.54842923352
2024-12-03,171697.31937511003,206908.66115068656,217002.10086441034,236579.0863573194,249415.72565055412,250362.35494588086
2024-12-04,171702.63677237032,205788.33801862388,215265.21556991414,233773.7872134428,245702.93656802695,246635.16590569683
2024-12-05,171707.9541696306,207853.8073803814,218458.31865966477,238921.06933215464,252509.72269988578,253468.35198376843
2024-12-06,171713.27156689088,207764.18214837555,218316.43011552334,238688.66494626406,252200.32668328803,253157.7559826202
2024-12-09,171732.6437586717,206186.12100144173,215862.75604784972,234717.79818166257,246940.52063441795,247877.54991028973
2024-12-10,171737.961155932,207595.69880765153,218040.87220532267,238227.80137996236,251581.53465009254,252536.56398032376
2024-12-11,171743.27855319227,206643.49697425173,216564.1532748192,235842.1774949678,248423.88676080224,249366.66923432003
2024-12-12,171748.59595045255,206649.90272767638,216570.86998714798,235849.48502921438,248431.59854162415,249374.41211103235
2024-12-13,171753.91334771283,206656.30848110103,216577.58669947676,235856.79256346097,248439.31032244605,249382.15498774467
2024-12-16,171773.28553949366,206679.64574137502,216602.05683646305,235883.4151662007,248467.4056649118,249410.36361788167
2024-12-17,171778.60293675394,206686.05149479967,216608.77354879183,235890.72270044728,248475.11744573372,249418.106494594
2024-12-18,171783.92033401423,206692.45724822432,216615.4902611206,235898.03023469387,248482.82922655562,249425.8493713063
2024-12-19,171789.2377312745,206698.86300164898,216622.20697344939,235905.33776894046,248490.54100737753,249433.59224801863
2024-12-20,171794.5551285348,206705.26875507363,216628.92368577817,235912.64530318705,248498.25278819943,249441.33512473095
2024-12-23,171813.92732031562,206728.6060153476,216653.39382276445,235939.26790592677,248526.3481306652,249469.54375486795
2024-12-24,171819.2447175759,206735.01176877227,216660.11053509323,235946.57544017336,248534.0599114871,249477.28663158027
2024-12-25,171824.56211483618,206741.41752219692,216666.827247422,235953.88297441995,248541.771692309,249485.0295082926
2024-12-26,171829.87951209646,206747.82327562157,216673.5439597508,235961.19050866654,248549.4834731309,249492.7723850049
2024-12-27,171835.19690935675,206754.22902904623,216680.26067207957,235968.49804291312,248557.1952539528,249500.51526171723
2024-12-30,171854.56910113757,206777.5662893202,216704.73080906586,235995.12064565285,248585.29059641858,249528.72389185423
2024-12-31,171859.88649839786,206783.97204274486,216711.44752139464,236002.42817989943,248593.00237724048,249536.46676856655
2025-01-02,171872.2312929184,206798.84354959417,216727.04094605218,236019.4654401734,248610.90593888433,249554.4425219912
2025-01-03,170438.6573536886,205073.4647236799,214919.15918917212,234050.23137532655,246536.70088540253,247472.35253080932
2025-01-06,172092.7501423849,207064.2560444807,217005.15009493384,236322.4214693207,248929.99045144257,249874.7420571765
2025-01-07,173037.95205788745,208201.85834989298,218197.15251059088,237620.8241006035,250297.5932229632,251247.54483923523
2025-01-08,174455.7478888525,209908.25333223093,219985.14725298437,239568.41837369386,252348.98719083008,253306.73878416626
2025-01-09,173274.2490156187,208486.2546883558,218495.1486739591,237945.41992150727,250639.48882113633,251590.74042067138
2025-01-10,172092.7501423849,207064.2560444807,217005.15009493384,236322.4214693207,248929.99045144257,249874.7420571765
2025-01-13,169729.7523959173,204220.25875673044,214025.1529368833,233076.42456494752,245510.99371205506,246442.74533018676
2025-01-14,172565.35814242496,207633.06567296732,217601.16018385443,236971.63245879594,249613.8020266169,250561.1536763629
2025-01-15,173983.15397339,209339.46065530527,219389.15492624792,238919.2267318863,251665.1959944838,252620.34762129394
2025-01-16,175637.2467620863,211330.25197610605,221475.14583200964,241191.41682588044,254058.48556052384,255022.73714766113
2025-01-17,174692.0589311613,210192.66662225474,220283.16117853674,239893.03354226533,252690.90316783127,253649.9548219165
2025-01-20,173983.15397339,209339.46065530527,219389.15492624792,238919.2267318863,251665.1959944838,252620.34762129394
2025-01-21,173983.15397339,209339.46065530527,219389.15492624792,238919.2267318863,251665.1959944838,252620.34762129394
2025-01-22,170674.95431141986,205357.86106214274,215217.15535254034,234374.82719623033,246878.59648357567,247815.54811224548
2025-01-23,174928.35588889255,210477.06296071757,220581.15734190497,240217.6293631691,253032.79876600442,253993.15040335266
2025-01-24,175400.94980435504,211045.85563764322,221177.14966864142,240866.82100497666,253716.5899623507,254679.54156622497
2025-01-27,177763.94755082263,213889.85292539347,224157.14682669195,244112.81790934983,257135.5867017382,258111.53829321472
2025-02-05,174928.35588889255,210477.06296071757,220581.15734190497,240217.6293631691,253032.79876600442,253993.15040335266
2025-02-06,174928.35588889255,210477.06296071757,220581.15734190497,240217.6293631691,253032.79876600442,253993.15040335266
2025-02-07,174455.7478888525,209908.25333223093,219985.14725298437,239568.41837369386,252348.98719083008,253306.73878416626
2025-02-10,173722.34138293107,209025.55840931914,219060.24188368864,238560.95433720594,251287.82898357435,252241.54575482968
2025-02-11,173727.72097197216,209032.05745041504,219067.05188368863,238568.35515912375,251295.6340520675,252249.38191921325
2025-02-12,173839.0155924074,209144.4715229051,219179.7769150828,238681.67101243572,251409.35415195482,252363.13311499098
2025-02-13,174308.74535406398,209615.28964072609,219650.90599180787,239153.42200696905,251881.47829717305,252835.28835609963
2025-02-14,181127.6464462202,217815.89621769445,228241.8690417372,248505.59572711738,261729.9401787357,262719.9998455723
2025-02-17,184783.15748571567,222212.4094949867,232848.38295322287,253521.61087528022,267012.9561332302,268022.51585895615
2025-02-18,185757.95946120433,223384.8118709232,234076.78544264662,254859.2135860041,268421.758988245,269436.51872450905
2025-02-19,190144.5465624254,228660.59635745542,239604.5691881739,260878.39588657173,274761.34034667775,275799.5000141342
2025-02-20,191363.0599260252,230126.1124299671,241140.0860283934,262550.4142238215,276522.3596600132,277567.0193987568
2025-02-21,199161.44667863063,239505.2964972164,250967.26933461058,273251.1960460261,287792.7405146198,288879.00018269615
2025-02-24,195993.3584153574,235695.01061307447,246974.9841247164,268904.012150915,283214.15747676656,284283.51720745163
2025-02-25,192825.25562643222,231884.70725881116,242982.6806102358,264556.8083240107,278635.5534461574,279688.0131619652
2025-02-26,200623.6569046896,241263.90879618184,252809.8822210394,275257.6100780085,289905.95529351995,291000.01501614647
2025-02-27,200867.35376714877,241557.00502263563,253116.97826724875,275592.00577274116,290258.1507590847,291353.5104649742
2025-02-28,192337.84737586192,231298.49733578222,242368.47021323073,263887.99700275215,277931.1415222721,278981.00119406777
2025-03-03,190875.6516754549,229539.90250693815,240525.8756313883,261881.60290256294,275817.9477361278,276860.0074308594
2025-03-04,191850.45365094356,230712.30488287465,241754.27812081206,263219.2056132868,277226.7505911426,278274.0102964123
2025-03-05,194774.85957740954,234229.51201068418,245439.4855890833,267232.01374545845,281453.15915618703,282516.018893071
2025-03-06,197455.55411576442,237453.60544191854,248817.57870655882,270910.4062511042,285327.3512629108,286404.51097066
2025-03-07,196480.75214027576,236281.20306598203,247589.17621713507,269572.8035403803,283918.548407896,284990.5081051071
2025-03-10,192581.55876397304,231591.61103235738,242675.58456402647,264222.412629278,278283.3579805927,279334.51771313744
2025-03-11,193312.64935135058,232470.89971171872,243596.87270265448,265225.599713476,279339.9443772869,280395.00405962067
2025-03-12,193312.64935135058,232470.89971171872,243596.87270265448,265225.599713476,279339.9443772869,280395.00405962067
2025-03-13,191119.34853791408,229832.99873339193,240832.97167759764,262215.9985972956,276170.14320169255,277213.5028796871
2025-03-14,200867.35376714877,241557.00502263563,253116.97826724875,275592.00577274116,290258.1507590847,291353.5104649742
2025-03-17,199892.5517916601,240384.60264669912,251888.575777825,274254.4030620173,288849.3479040699,289939.5075994213
2025-03-18,204766.5471434515,246246.59705626027,258030.56992035735,280942.39668384346,295893.341186388,297009.5008569439
2025-03-19,206716.15109442882,248591.4018081333,260487.37489920485,283617.6021052912,298710.9468964176,299837.5065880497
2025-03-20,206716.15109442882,248591.4018081333,260487.37489920485,283617.6021052912,298710.9468964176,299837.5065880497
2025-03-21,199405.15806674174,239798.41019379155,251274.38368540633,273585.61167255195,288144.9569729404,289232.5167017658
2025-03-24,198430.35609125308,238626.00781785505,250045.98119598257,272248.0089618281,286736.1541179256,287818.5138362129
2025-03-25,195018.55643986873,234522.60823713796,245746.58163529265,267566.4094401911,281805.35462175176,282869.5143418987
2025-03-26,195505.9501647871,235108.80069004552,246360.77372771132,268235.20082965645,282509.7455528812,283576.5052395542
2025-03-27,195786.49377166302,236755.18354169585,248567.15687976906,271533.58456750866,286520.12967267993,287638.8893872479
2025-03-28,199402.70537673504,240644.37073798993,252475.47549560366,275480.53796186275,290490.44720048585,291611.64207724226
2025-03-31,201526.5019827989,243204.76664634564,255161.67120292483,278418.3332671148,293583.64225740114,294719.6371105064
2025-04-01,202789.30625258954,244727.17179389813,256758.87660339175,280165.1391734106,295422.8484761206,296567.64335898054
2025-04-02,202014.39399062665,243792.9570111833,255778.76109435855,279093.2222117407,294294.2306172339,295433.6254146446
2025-04-03,203879.89563285382,246041.95899101117,258138.2631714612,281673.7244833929,297011.2330090491,298163.6278179039
2025-04-07,197651.9954138902,238533.75872703412,250261.1628945142,273058.82418050594,287940.6326901404,289049.6274974693
2025-04-08,199029.6050482896,240194.57034202435,252003.57508018313,274964.4375075323,289947.0467221228,291065.6415965904
2025-04-09,201526.5019827989,243204.76664634564,255161.67120292483,278418.3332671148,293583.64225740114,294719.6371105064
2025-04-10,205888.90055953534,248463.9649304948,260679.2694027692,284452.73129834956,299937.24018449464,301103.6350276817
2025-04-11,209017.19278632672,252235.3555593095,264635.9595711499,288780.0205458624,304493.4288632361,305681.62365225446
2025-04-14,210567.00362502606,254103.76862617352,266596.17328002746,290923.83553876705,306750.6446492163,307949.6395137657
2025-04-15,210509.59410010846,254034.5571431718,266523.561232832,290844.42236318416,306667.03077668825,307865.6255748619
2025-04-16,215618.19333373578,260193.35621925213,272984.96026351745,297911.0213030798,314107.4296605078,315341.6244533409
2025-04-17,217397.6012164262,262338.56572242593,275235.5702336102,300372.43220701045,316699.0411412207,317945.6359889854
2025-04-18,217914.204829326,262961.3700780473,275888.9748032361,301087.03720464534,317451.4464032141,318701.64127615583
2025-04-21,221960.89891730816,267839.9629506669,281007.2673256665,306684.72902669734,323345.23779267946,324623.63262442243
2025-04-22,229365.49596129925,276766.7593869767,290372.6635868817,316927.32493772334,334129.6334874121,335459.62829855573
2025-04-23,215532.09957419903,260089.56374259808,272876.06815650756,297791.92993535823,313982.03874940553,315215.63358572614
2025-04-24,217885.49322425397,262926.7560872636,275852.66012504394,301047.3211516363,317409.6295010535,318659.6242931236
2025-04-25,216393.10559569867,261127.57100196698,273965.07577255066,298982.9382647497,315236.04751939455,316475.6423976768
2025-04-28,214527.6039534715,258878.5690221391,271605.573695448,296402.4359930975,312519.04512757936,313745.63999441755
2025-04-29,216020.00526725323,260677.7706060014,273493.1753571301,298466.83781041927,314692.6470410315,315929.641917025
2025-04-30,214699.8051577714,259086.17047401285,271823.3752186566,296640.6376589757,312769.84688157705,313997.6417568077
2025-05-06,218746.4992457536,263964.7633466325,276941.66774108703,302238.3294810278,318663.6382710425,319919.6331050743
2025-05-07,220439.79968368085,266006.1638745866,279083.3682949811,304580.6300868017,321129.8389088599,322397.6337459434
2025-05-08,217168.00417243512,262061.76928611615,274945.173972395,300054.83629598445,316364.64544648805,317609.6403148521
2025-05-09,216421.80351554425,261162.168494185,274001.37314155395,299022.63538732356,315277.844489762,316517.6393535484
2025-05-12,211973.29749404461,255799.1612348161,268374.86552551086,292869.1270579321,308798.83571977296,310007.6305415977
2025-05-13,207571.71438297463,250491.07831146236,262805.67518057063,286783.5256719371,302387.95867082116,303567.8937064711
2025-05-14,209360.92181762887,252649.88728191372,265070.8845931454,289255.23594258033,304994.0694999361,306184.5045792166
2025-05-15,207827.32632717324,250799.49272300716,263129.29030241206,287136.64217231475,302760.2760684156,303941.7111741606
2025-05-16,211405.7259615345,255117.09228183742,267659.68983949855,292080.04166720115,307972.4755358362,309174.9106394354
2025-05-19,212428.11279854013,256350.67639972683,268954.0731746121,293492.4234831115,309461.656362977,310670.0913893286
2025-05-20,220862.9260834141,266527.892428894,279632.88999380305,305144.74183557235,321747.57571336266,323005.51081767713
2025-05-21,224696.92242702676,271153.8880171966,284486.8853646679,310441.23678443633,327332.07038756844,328612.50547042524
2025-05-22,221118.5227926655,266836.28845836635,279956.48582758143,305497.83728954993,322119.87092014786,323379.3060051504
2025-05-23,221629.7162111683,267453.08051731106,280603.6774951382,306204.0281975051,322864.46133371827,324126.896380097
2025-05-26,218051.31657680703,263135.4809584808,276073.2779580517,301260.6287026187,317652.2618662977,318893.6969148222
2025-05-27,223163.32693657113,269303.49345829006,282545.2910739346,308322.64301417075,325098.276956048,326369.71206536924
2025-05-28,221884.48056717523,267760.41942425544,280926.2350734207,306583.2488788885,323282.0826651261,324547.517762288
2025-05-29,221608.1841244281,267427.02371664817,280576.4395769569,306176.59595839836,322836.95602137205,324099.4404783081
2025-05-30,223265.9957184375,269427.4377066689,282675.25425514905,308466.8119751678,325251.9729109442,326524.05743501894
2025-06-03,227134.1953231872,274095.0372297364,287572.45375475613,313810.61142914154,330886.97233516333,332181.45685694925
2025-06-04,227410.4917659343,274428.43293734366,287922.2492512199,314192.3065149055,331289.4671531355,332585.5516543221
2025-06-05,225752.6801719249,272428.0189473229,285823.4345730278,311902.09049813607,328874.45026356337,330160.93469761126
2025-06-06,226305.2895261825,273094.830234726,286523.04641566006,312665.50342075684,329679.46389037726,330969.14837859385
2025-06-09,227134.1953231872,274095.0372297364,287572.45375475613,313810.61142914154,330886.97233516333,332181.45685694925
2025-06-10,228239.38109417565,275428.6200601655,288971.63574061124,315337.39177219727,332496.95160705206,333797.8360464405
2025-06-11,229068.28689118035,276428.82705517585,290021.0430797073,316482.499780582,333704.46005183813,335010.14452479593
2025-06-12,229897.19268818505,277429.0340501862,291070.4504188034,317627.6077889667,334911.9684966242,336222.45300315134
2025-06-13,227963.08465142854,275095.2243525582,288621.84024414746,314955.69668643334,332094.4567890799,333393.7412490677
2025-06-16,230726.0820164264,278429.22117300803,292119.8369081947,318772.6930462585,336119.45295054076,337434.7373952698
2025-06-17,230173.48913093217,277762.4297577935,291420.24591526715,318009.3028747306,335314.4633145964,336626.54780052416
2025-06-18,232660.19005318292,280763.03087063605,294568.4470828506,321444.6041487918,338936.9646580851,340263.44914935343
2025-06-19,232383.8936104358,280429.6351630288,294218.65158638684,321062.9090630279,338534.4698401129,339859.3543519806
2025-06-20,234870.59453268655,283430.23627587134,297366.8527539703,324498.2103370891,342156.9711836016,343496.2557008099
2025-06-23,237909.88834043153,287097.62880392844,301214.6449144813,328696.90178267815,346584.46216303465,347941.3466443848
2025-06-24,238462.48122592576,287764.420219143,301914.2359074089,329460.291954206,347389.451798979,348749.5362391304
2025-06-25,240949.1821481765,290765.02133198554,305062.43707499234,332895.5932282672,351011.9531424677,352386.4375879597
2025-06-26,243435.88307042726,293765.6224448281,308210.6382425758,336330.8945023284,354634.4544859564,356023.33893678896
2025-06-27,236804.6861006797,285764.0261013108,299815.4420789215,327170.0986885295,344974.4589002764,346324.94336865656
2025-06-30,236528.3896579326,285430.6303937035,299465.6465824577,326788.4036027656,344571.9640823042,345920.84857128374
2025-07-01,235897.82350242237,284669.75179707987,298667.3402444285,325917.29574334377,343653.3868923192,344998.6198943323
2025-07-02,235905.13103666896,284678.58302995656,298676.60681977094,325927.40190772736,343664.05278273014,345009.3168806337
2025-07-03,235912.43857091555,284687.41426283325,298685.8733951134,325937.50807211094,343674.7186731411,345020.0449628255
2025-07-04,235436.8842244306,284213.3836149784,298212.2780897243,325464.752355763,343202.5226828205,344547.91116428573
2025-07-07,232282.23371233995,281013.33908825985,295013.819590403,322269.35262356495,340009.16212870466,341354.6638978411
2025-07-08,241835.83527829702,292622.46916331584,307214.42760975467,335621.69152052095,354112.35649901105,355515.3518392158
2025-07-09,241835.83527829702,292622.46916331584,307214.42760975467,335621.69152052095,354112.35649901105,355515.3518392158
2025-07-10,242432.9275908714,293344.959861415,307972.9178443681,336450.2808526247,354986.6452427454,356393.14053788903
2025-07-11,240641.63285818155,291177.4662349396,305697.42453546624,333964.4881621091,352363.7529553718,353759.74828139064
2025-07-14,241835.83527829702,292622.46916331584,307214.42760975467,335621.69152052095,354112.35649901105,355515.3518392158
2025-07-15,254972.0263096338,308517.45831109816,323901.41621680366,353850.87907464197,373346.94336670113,374826.9386543346
2025-07-16,253180.73157694394,306349.96468462277,321625.9229079018,351365.0863841264,370724.05107932753,372193.5463978362
2025-07-17,265122.73798313196,320799.9724362069,336795.931045724,367937.09527404,388210.06045954896,389749.55581560853
2025-07-18,263331.4432504421,318632.47880973155,334520.43773682223,365451.3025835245,385587.1681721754,387116.1635591102
2025-07-21,264525.6278755909,320077.4602059298,336037.4182060491,367108.48124773195,387335.74565964413,388871.7409564567
2025-07-22,263331.4432504421,318632.47880973155,334520.43773682223,365451.3025835245,385587.1681721754,387116.1635591102
2025-07-23,262137.24083032663,317187.47588135535,333003.43466253387,363794.0992251127,383838.56462853623,385360.5600012851
2025-07-24,262734.333142901,317909.9665794545,333761.9248971473,364622.68855721643,384712.8533722706,386238.34869995835
2025-07-25,263928.5355630164,319354.9695078306,335278.9279714356,366279.89191562816,386461.4569159097,387993.9522577834
2025-07-28,269302.4375560527,325857.47191943455,342105.4305032025,373737.29468137905,394330.1598342008,395894.155187757
2025-07-29,277661.83670189435,335972.47088589007,352724.4294181596,385337.6934960573,406570.3585835047,408183.3539320541
2025-07-30,277661.83670189435,335972.47088589007,352724.4294181596,385337.6934960573,406570.3585835047,408183.3539320541
2025-07-31,278856.03912200977,337417.4738142662,354241.4324924479,386994.896854469,408318.9621271438,409938.9574898791
