,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2024-06-21,179488.30717195166,203587.6653349216,179138.27570220467,179138.27570220467,179138.27570220467,103534.62148135193
2024-06-24,178832.3156176914,202843.67491362643,178483.4841324949,178483.4841324949,178483.4841324949,103156.22635310181
2024-06-25,176700.31374086035,200425.67278502535,176355.38225909707,176355.38225909707,176355.38225909707,101926.42527049073
2024-06-26,179488.30717195166,203587.6653349216,179138.27570220467,179138.27570220467,179138.27570220467,103534.62148135193
2024-06-27,179324.31905854834,203401.67881606173,178974.58756705758,178974.58756705758,178974.58756705758,103440.0283378888
2024-06-28,181620.3090487827,206005.66746352267,181266.3775756025,181266.3775756025,181266.3775756025,104764.42256396302
2024-07-01,181292.3132716526,205633.67225287508,180938.9817907476,180938.9817907476,180938.9817907476,104575.22499983796
2024-07-02,181620.3090487827,206005.66746352267,181266.3775756025,181266.3775756025,181266.3775756025,104764.42256396302
2024-07-03,185556.3170253147,210469.67651007723,185195.18553754326,185195.18553754326,185195.18553754326,107034.82716506012
2024-07-04,186212.30857957495,211213.6669313724,185849.97710725304,185849.97710725304,185849.97710725304,107413.22229331025
2024-07-05,187688.31890214572,212887.67863867828,187323.28741094106,187323.28741094106,187323.28741094106,108264.6282476712
2024-07-08,189492.3054515232,214933.66338370394,189123.97398492333,189123.97398492333,189123.97398492333,109305.22048895844
2024-07-09,190312.30466951025,215863.66249678683,189942.4732043409,189942.4732043409,189942.4732043409,109778.22003787049
2024-07-10,188836.31389726294,214189.67296240877,188469.18241521355,188469.18241521355,188469.18241521355,108926.82536070832
2024-07-11,191132.30388749728,216793.66160986968,190760.97242375845,190760.97242375845,190760.97242375845,110251.21958678252
2024-07-12,184080.3067027439,208795.66480277132,183721.87523385521,183721.87523385521,183721.87523385521,106183.42121069916
2024-07-15,189328.31733811987,214747.67686484408,188960.28584977624,188960.28584977624,188960.28584977624,109210.6273454953
2024-07-16,189000.30201066626,214375.65948126864,188632.87055036065,188632.87055036065,188632.87055036065,109021.41850417145
2024-07-17,187032.307797562,212143.66604445528,186668.4763266706,186668.4763266706,186668.4763266706,107886.2218422223
2024-07-18,183916.31858934058,208609.67828391146,183558.18709870812,183558.18709870812,183558.18709870812,106088.82806723603
2024-07-19,181128.30560792578,205447.66356108736,180775.27414103982,180775.27414103982,180775.27414103982,104480.62057917603
2024-07-22,180800.30983079565,205075.66835043978,180447.87835618493,180447.87835618493,180447.87835618493,104291.42301505097
2024-07-23,182369.2442085933,206854.93005504372,182014.0045524322,182014.0045524322,182014.0045524322,105196.45085158086
2024-07-24,180990.74552323335,205290.4315470672,180638.5058642112,180638.5058642112,180638.5058642112,104401.45160975194
2024-07-25,175752.44175459855,199345.32726993324,175411.60210377802,175411.60210377802,175411.60210377802,101380.44943632817
2024-07-26,173488.68161408178,196886.8691404649,173150.98225340561,173150.98225340561,173150.98225340561,99828.36849871794
2024-07-29,174179.55937482635,197679.16661049554,173840.5322006276,173840.5322006276,173840.5322006276,100207.96361151854
2024-07-30,172331.8047748796,195474.91011633707,171997.57757464558,171997.57757464558,171997.57757464558,99407.76236077328
2024-07-31,171792.196388854,194799.20366267534,178314.3444288938,178314.3444288938,178314.3444288938,103108.13620140511
2024-08-01,172061.3929230108,195104.49973205896,179581.85329329653,179581.85329329653,179581.85329329653,103841.04132702308
2024-08-02,171253.78727497003,194188.59332661005,174511.8430186479,174511.8430186479,174511.8430186479,100909.43538596589
2024-08-05,169638.59202445886,192356.79871301027,166906.85278963728,166906.85278963728,166906.85278963728,96512.04103579478
2024-08-06,168023.3967739477,190525.0040994105,168765.91161122377,168765.91161122377,168765.91161122377,97586.99504789794
2024-08-07,168292.5933081045,190830.3001687941,168771.1357208128,168771.1357208128,168771.1357208128,97590.0113492678
2024-08-08,167771.4860418382,190239.311876108,168776.35983040184,168776.35983040184,168776.35983040184,97593.02765063767
2024-08-09,167776.6790555368,190245.2200952861,168781.58393999087,168781.58393999087,168781.58393999087,97596.04395200753
2024-08-12,167795.5980966327,190266.74475282035,168800.616268758,168800.616268758,168800.616268758,97607.03285611712
2024-08-13,167800.7911103313,190272.65297199844,168805.84037834703,168805.84037834703,168805.84037834703,97610.04915748698
2024-08-14,167805.98412402993,190278.56119117653,168811.06448793606,168811.06448793606,168811.06448793606,97613.06545885684
2024-08-15,167811.17713772855,190284.46941035462,168816.2885975251,168816.2885975251,168816.2885975251,97616.0817602267
2024-08-16,167816.37015142717,190290.3776295327,168821.51270711413,168821.51270711413,168821.51270711413,97619.09806159657
2024-08-19,167918.7425398854,190406.61085561963,168924.5474184236,168924.5474184236,168924.5474184236,97678.67657913752
2024-08-20,167918.7425398854,190406.61085561963,168924.5474184236,168924.5474184236,168924.5474184236,97678.67657913752
2024-08-21,168648.34764242446,191234.61664633008,169658.952554532,169658.952554532,169658.952554532,98103.47955002375
2024-08-22,168222.7350020436,190751.602301161,169230.53983099075,169230.53983099075,169230.53983099075,97855.67219032832
2024-08-23,167645.14787435805,190096.1169095442,168649.15278799148,168649.15278799148,168649.15278799148,97519.37968506404
2024-08-26,168678.74543905532,191269.11414579602,169689.55033666702,169689.55033666702,169689.55033666702,98121.17826714106
2024-08-27,168557.13975668227,191131.1076970503,169567.14461690994,169567.14461690994,169567.14461690994,98050.37495865412
2024-08-28,168374.7384810475,190924.10624937268,169383.54333288284,169383.54333288284,169383.54333288284,97944.17421593257
2024-08-29,168587.53755331313,191165.60519651623,169597.74239904495,169597.74239904495,169597.74239904495,98068.07367577143
2024-08-30,168192.33720541274,190717.10480169507,169199.94204885574,169199.94204885574,169199.94204885574,97837.97347321101
2024-09-02,167249.94752645766,189647.61651472302,168251.35243780227,168251.35243780227,168251.35243780227,97289.27948250361
2024-09-03,167553.93998861586,189992.6079602644,168557.3448503694,168557.3448503694,168557.3448503694,97466.2750936944
2024-09-04,166398.73674154555,188681.60427526684,167394.5415819368,167394.5415819368,167394.5415819368,96793.67320313044
2024-09-05,167584.33778524672,190027.10545973034,168587.94263250442,168587.94263250442,168587.94263250442,97483.97381081172
2024-09-06,168040.34822225844,190544.61730436535,169046.9531381807,169046.9531381807,169046.9531381807,97749.47988762446
2024-09-09,166824.3493819264,189164.6186204359,167822.95430547805,167822.95430547805,167822.95430547805,97041.48056282588
2024-09-10,167918.7425398854,190406.61085561963,168924.5474184236,168924.5474184236,168924.5474184236,97678.67657913752
2024-09-11,168800.33662557876,191407.1041436598,169811.94146520706,169811.94146520706,169811.94146520706,98191.9731356103
2024-09-12,168465.9463667897,191027.61519865246,169475.3512705049,169475.3512705049,169475.3512705049,97997.2788073022
2024-09-13,170897.94404745376,193787.61256651135,171923.34893591018,171923.34893591018,171923.34893591018,99413.27745689936
2024-09-18,170837.14845419204,193718.61756757947,171862.15337164016,171862.15337164016,171862.15337164016,99377.88002266474
2024-09-19,170563.53929281508,193408.10717062207,171586.744149991,171586.744149991,171586.744149991,99218.57468857356
2024-09-20,172478.74543905532,195581.61414579602,173514.55033666702,173514.55033666702,173514.55033666702,100333.67826714106
2024-09-23,173937.94114828383,197237.60927633496,174983.34601766677,174983.34601766677,174983.34601766677,101183.27576889582
2024-09-24,173512.34300375258,196754.61138204785,174554.94788534255,174554.94788534255,174554.94788534255,100935.47684921809
2024-09-25,174819.5352339772,198238.10256437512,174814.44587649062,174814.44587649062,174814.44587649062,100957.4082973921
2024-09-26,177089.6691795585,200554.82288714018,178142.65558988714,178142.65558988714,178142.65558988714,104283.31691489823
2024-09-27,181303.61858238932,204769.51859134086,184776.88908175795,184776.88908175795,184776.88908175795,110915.24931087863
2024-09-30,186733.0074076725,210201.5130330624,192893.55964427753,192893.55964427753,192893.55964427753,119023.53658572696
2024-10-08,192729.99160695198,216205.82887617752,201841.8938174057,201841.8938174057,201841.8938174057,127948.28199173186
2024-10-09,199340.23964892197,222816.79212362695,211733.19499362138,211733.19499362138,211733.19499362138,137837.2820720571
2024-10-10,190254.11391439033,213731.38159457478,199633.52326556592,199633.52326556592,199633.52326556592,125735.30924811125
2024-10-11,191129.64459858226,214607.62748424616,200293.10721227273,200293.10721227273,200293.10721227273,125121.30831700387
2024-10-14,202226.9014767537,225707.48997885594,213916.2446989116,213916.2446989116,213916.2446989116,134822.1064470393
2024-10-15,198203.36164879688,221684.6653563786,209385.44800453587,209385.44800453587,209385.44800453587,131932.50674229686
2024-10-16,200805.03765240926,225443.59738832258,211678.6575334589,211678.6575334589,211678.6575334589,133377.3127458674
2024-10-17,202359.03617039937,227142.2313093629,213316.65597134037,213316.65597134037,213316.65597134037,134409.31176167552
2024-10-18,217588.2253517272,244238.31916446352,229369.0445678751,229369.0445678751,229369.0445678751,144522.9045770747
2024-10-21,223182.62742654103,250518.5214936223,235265.84675484104,235265.84675484104,235265.84675484104,148238.10595494334
2024-10-22,214480.22831574696,240749.3224918332,226093.04769211216,226093.04769211216,226093.04769211216,142458.90654545848
2024-10-23,211061.43528119344,236911.43031115198,222489.45503406925,222489.45503406925,222489.45503406925,140188.51117116038
2024-10-24,208575.03024235982,234120.2246546235,219868.64972286625,219868.64972286625,219868.64972286625,138537.30782490794
2024-10-25,210129.02876034993,235864.72299093867,221506.64816074772,221506.64816074772,221506.64816074772,139569.30684071605
2024-10-28,214480.22831574696,240749.3224918332,226093.04769211216,226093.04769211216,226093.04769211216,142458.90654545848
2024-10-29,213237.02579633016,239353.71966356898,224782.64503651066,224782.64503651066,224782.64503651066,141633.30487233226
2024-10-30,217899.0213503005,244587.21467251444,229696.64035015507,229696.64035015507,229696.64035015507,144729.30191975657
2024-10-31,225358.23646680135,252960.83164209986,237559.05628376408,237559.05628376408,237559.05628376408,149682.9119585139
2024-11-01,208885.82624093312,234469.12016267443,220196.24550514622,220196.24550514622,220196.24550514622,138743.70516758983
2024-11-04,217277.4293531539,243889.4236564126,229041.44878559513,229041.44878559513,229041.44878559513,144316.5072343928
2024-11-05,239033.42713013905,268312.42116088537,251973.44644241733,251973.44644241733,251973.44644241733,158764.50575810496
2024-11-06,236236.22609273213,265172.319996306,249025.04534893436,249025.04534893436,249025.04534893436,156906.90506917064
2024-11-07,255195.02283231038,286455.2163361993,269008.6419122736,269008.6419122736,269008.6419122736,169497.30290394847
2024-11-08,248668.23276177663,279128.3274828878,262129.05237846775,262129.05237846775,262129.05237846775,165162.90949803416
2024-11-11,255816.63335458058,287153.0281483617,269663.85300331516,269663.85300331516,269663.85300331516,169910.10989171092
2024-11-12,255505.83735600728,286804.1326403108,269336.2572210352,269336.2572210352,269336.2572210352,169703.71254902903
2024-11-13,253330.22831574696,284361.82249183324,267043.04769211216,267043.04769211216,267043.04769211216,168258.90654545848
2024-11-14,246803.4382452132,277034.9336385217,260163.4581583063,260163.4581583063,260163.4581583063,163924.51313954417
2024-11-15,234371.43157616872,263078.9261519399,247059.45112877293,247059.45112877293,247059.45112877293,155668.50871068065
2024-11-18,222561.03542939443,249820.73047752047,234610.6551902811,234610.6551902811,234610.6551902811,147825.31126957957
2024-11-19,232817.4330581786,261334.42781562472,234913.1062354659,234913.1062354659,234913.1062354659,148015.86650683888
2024-11-20,234993.02357331532,263776.71716804174,234920.38267382208,234920.38267382208,234920.38267382208,148020.4686986197
2024-11-21,238722.63113156575,267963.52565283445,234927.65911217825,234927.65911217825,234927.65911217825,148025.0708904005
2024-11-22,229087.82549992818,257147.619330832,234934.93555053443,234934.93555053443,234934.93555053443,148029.6730821813
2024-11-25,226912.23498479146,254705.32997841501,234961.4448656029,234961.4448656029,234961.4448656029,148046.43965752376
2024-11-26,224115.03394738454,251565.22881383562,234968.7213039591,234968.7213039591,234968.7213039591,148051.04184930457
2024-11-27,234682.22757474202,263427.8216599908,234975.99774231526,234975.99774231526,234975.99774231526,148055.64404108538
2024-11-28,233128.2290567519,261683.32332367564,234983.27418067143,234983.27418067143,234983.27418067143,148060.2462328662
2024-11-29,248668.23276177663,279128.3274828878,234990.5506190276,234990.5506190276,234990.5506190276,148064.848424647
2024-12-02,249600.62075749654,280175.01400704053,235017.0599340961,235017.0599340961,235017.0599340961,148081.61499998946
2024-12-03,250533.02727834004,281221.72132725385,235024.36746834268,235024.36746834268,235024.36746834268,148086.21719177027
2024-12-04,246803.4382452132,277034.9336385217,235031.67500258927,235031.67500258927,235031.67500258927,148090.81938355108
2024-12-05,253641.02431432027,284710.71799988416,235038.98253683586,235038.98253683586,235038.98253683586,148095.4215753319
2024-12-06,253330.22831574696,284361.82249183324,235046.29007108245,235046.29007108245,235046.29007108245,148100.0237671127
2024-12-09,248046.62223950643,278430.5156707254,235072.91267382217,235072.91267382217,235072.91267382217,148116.79034245515
2024-12-10,252708.63631860036,283664.0314757314,235080.22020806876,235080.22020806876,235080.22020806876,148121.39253423596
2024-12-11,249536.70042981103,280103.2578862893,235087.52774231535,235087.52774231535,235087.52774231535,148125.99472601677
2024-12-12,249544.44330652335,280111.9647356044,235094.83527656193,235094.83527656193,235094.83527656193,148130.59691779758
2024-12-13,249552.18618323567,280120.6715849195,235102.14281080852,235102.14281080852,235102.14281080852,148135.1991095784
2024-12-16,249580.39481337267,280152.3921328647,235128.76541354824,235128.76541354824,235128.76541354824,148151.96568492084
2024-12-17,249588.137690085,280161.09898217977,235136.07294779483,235136.07294779483,235136.07294779483,148156.56787670165
2024-12-18,249595.8805667973,280169.80583149486,235143.38048204142,235143.38048204142,235143.38048204142,148161.17006848246
2024-12-19,249603.62344350963,280178.51268080994,235150.688016288,235150.688016288,235150.688016288,148165.77226026327
2024-12-20,249611.36632022195,280187.21953012503,235157.9955505346,235157.9955505346,235157.9955505346,148170.37445204408
2024-12-23,249639.57495035895,280218.9400780702,235184.61815327432,235184.61815327432,235184.61815327432,148187.14102738653
2024-12-24,249647.31782707127,280227.6469273853,235191.9256875209,235191.9256875209,235191.9256875209,148191.74321916734
2024-12-25,249655.0607037836,280236.3537767004,235199.2332217675,235199.2332217675,235199.2332217675,148196.34541094815
2024-12-26,249662.8035804959,280245.0606260155,235206.5407560141,235206.5407560141,235206.5407560141,148200.94760272896
2024-12-27,249670.54645720823,280253.76747533056,235213.84829026068,235213.84829026068,235213.84829026068,148205.54979450977
2024-12-30,249698.75508734523,280285.48802327574,235240.4708930004,235240.4708930004,235240.4708930004,148222.31636985223
2024-12-31,249706.49796405755,280294.19487259083,235247.778427247,235247.778427247,235247.778427247,148226.91856163304
2025-01-02,249724.4737174822,280314.408571221,235264.74349574014,235264.74349574014,235264.74349574014,148237.60294519467
2025-01-03,247641.16587497873,277975.70699811995,233302.1765172718,233302.1765172718,233302.1765172718,147001.2146402481
2025-01-06,250044.9553952424,280674.1952335936,235566.66664483526,235566.66664483526,235566.66664483526,148427.80842076568
2025-01-07,251418.55817892237,282216.1983585459,236860.6692672012,236860.6692672012,236860.6692672012,149243.0100728157
2025-01-08,253478.9521203248,284529.1915571791,238801.66355969885,238801.66355969885,238801.66355969885,150465.80647717742
2025-01-09,251761.9537577836,282601.69339538633,237184.16510226706,237184.16510226706,237184.16510226706,149446.80744897155
2025-01-10,250044.9553952424,280674.1952335936,235566.66664483526,235566.66664483526,235566.66664483526,148427.80842076568
2025-01-13,246610.95867016,276819.19891000807,232331.66972997168,232331.66972997168,232331.66972997168,146389.81036435394
2025-01-14,250731.7670211999,281445.208284865,236213.67759706953,236213.67759706953,236213.67759706953,148835.415320504
2025-01-15,252792.16096260233,283758.2014834982,238154.67188956717,238154.67188956717,238154.67188956717,150058.21172486572
2025-01-16,255195.950482866,286456.68971897184,240419.16201713064,240419.16201713064,240419.16201713064,151484.8055053833
2025-01-17,253822.36816742105,284914.7095716101,239125.17867686728,239125.17867686728,239125.17867686728,150669.61600075988
2025-01-20,252792.16096260233,283758.2014834982,238154.67188956717,238154.67188956717,238154.67188956717,150058.21172486572
2025-01-21,252792.16096260233,283758.2014834982,238154.67188956717,238154.67188956717,238154.67188956717,150058.21172486572
2025-01-22,247984.56145383997,278361.2020349604,233625.67235233763,233625.67235233763,233625.67235233763,147205.01201640395
2025-01-23,254165.7637462823,285300.2046084505,232366.74806099985,232366.74806099985,232366.74806099985,146032.32570293
2025-01-24,254852.55490400476,286071.1946821314,227719.8632143125,227719.8632143125,227719.8632143125,146628.1298697238
2025-01-27,258286.55162908716,289926.1910057169,227285.7797607802,227285.7797607802,227285.7797607802,145436.5373194461
2025-02-05,254165.7637462823,285300.2046084505,226872.16043323503,226872.16043323503,226872.16043323503,145171.7249453311
2025-02-06,254165.7637462823,285300.2046084505,227492.5647720717,227492.5647720717,227492.5647720717,145568.92772319366
2025-02-07,253478.9521203248,284529.1915571791,226810.92927755968,226810.92927755968,226810.92927755968,145132.52279343837
2025-02-10,252413.13834912964,283332.7116247512,226836.5322912583,226836.5322912583,226836.5322912583,145148.94950576714
2025-02-11,252420.9745135132,283341.5117617375,226843.55996249118,226843.55996249118,226843.55996249118,145153.45840987674
2025-02-12,252534.72570929094,283456.226930118,226850.58763372406,226956.50266511823,226850.58763372406,145157.96731398633
2025-02-13,253006.91204629,283929.3772397198,226857.61530495694,227427.88050896663,226857.61530495694,145162.47621809592
2025-02-14,262900.0127498114,294029.5777345264,226864.64297618982,236322.7706191063,226864.64297618982,145166.98512220551
2025-02-17,268207.0287767851,299173.45340866025,226890.24598988844,241092.78502435685,226890.24598988844,145183.4118345343
2025-02-18,269622.2316447699,300751.8566073793,227102.25047753798,242364.78760213853,227102.25047753798,145187.92073864388
2025-02-19,275990.6129185164,307854.63572162564,231018.9404615669,248088.77077074052,231018.9404615669,145192.42964275347
2025-02-20,277759.63231958984,309827.65736001905,232424.61427221794,249678.7882086754,232424.61427221794,145196.93854686306
2025-02-21,289081.2130872214,322454.8359097856,241896.59818182487,259854.77092237474,241896.59818182487,145201.44745097266
2025-02-24,284481.830126425,317325.0549139398,238048.61243734855,255720.78623743058,238048.61243734855,145217.87416330143
2025-02-25,279882.42607750534,312195.25039810117,234200.60904989738,251586.7825982094,234200.60904989738,145222.38306741102
2025-02-26,291204.0279332602,324822.45246786054,243672.61060247917,261762.78426618577,243672.61060247917,145226.8919715206
2025-02-27,291557.82337822556,325217.0473875421,243968.6067915966,262080.78017206193,243968.6067915966,145231.4008756302
2025-02-28,279174.8140994513,311406.03703874524,233608.59902868766,250950.77183218003,233608.59902868766,145235.9097797398
2025-03-03,277052.0203415358,309038.4440006631,231832.60425100822,249042.77744264604,231832.60425100822,145252.33649206857
2025-03-04,278467.22320952057,310616.84719938214,233016.6066504528,250314.78002042772,233016.6066504528,145256.84539617816
2025-03-05,282712.8318134749,315352.0567955392,236568.61384878654,254130.78775377275,236568.61384878654,145261.35430028776
2025-03-06,286604.6238843405,319692.6479520219,239824.607215028,257628.78062696458,239824.607215028,145265.86320439735
2025-03-07,285189.42101635574,318114.2447533029,238640.6048155834,256356.7780491829,238640.6048155834,145270.37210850694
2025-03-10,279528.63063254,311800.6554784196,233904.61286077995,251268.78669233323,233904.61286077995,145286.7988208357
2025-03-11,280590.01696743607,312984.44023746427,234792.60142813224,252222.7744099617,234792.60142813224,145291.3077249453
2025-03-12,280590.01696743607,312984.44023746427,234792.60142813224,252222.7744099617,234792.60142813224,145295.8166290549
2025-03-13,277405.81578650116,309433.03892034467,232128.60044012565,249360.7733485222,232128.60044012565,145300.3255331645
2025-03-14,291557.82337822556,325217.0473875421,243968.6067915966,262080.78017206193,243968.6067915966,145304.83443727408
2025-03-17,290142.6205102408,323638.64418882306,242784.60439215202,260808.77759428025,242784.60439215202,144795.4068109752
2025-03-18,297218.6137620413,331530.63666242536,248704.59874640006,267168.7715289116,248704.59874640006,144978.2153532268
2025-03-19,300049.01949801086,334687.4430598634,251072.60354528922,269712.77668447496,251072.60354528922,144795.4068109752
2025-03-20,300049.01949801086,334687.4430598634,251072.60354528922,269712.77668447496,251072.60354528922,144270.3461526608
2025-03-21,289435.02962031006,322849.45434945996,242192.61201391715,260172.78578252794,242192.61201391715,141018.22318368868
2025-03-24,288019.8267523253,321271.05115074094,241008.60961447257,258900.78320474626,241008.60961447257,143794.42683988524
2025-03-25,283066.62725844025,315746.65171522077,236864.61003790397,254448.7836596489,236864.61003790397,144058.82343584017
2025-03-26,283774.218148371,316535.84155458387,237456.60241613883,255084.77547140123,237456.60241613883,143133.427470264
2025-03-27,287848.602302502,322242.2265841879,239218.9853300164,257074.9252088433,238566.75168151213,141679.22255330996
2025-03-28,291821.1955898799,326271.28878722334,243112.88344807105,256878.09596921745,238443.70156704157,141679.22255330996
2025-03-31,294929.19062314404,329749.2832292094,245702.87930912452,254719.9094619924,236440.31409202784,140489.4299917789
2025-04-01,296777.19687161816,331817.2902215495,247242.88451618628,255439.31449319664,237108.1187623617,140886.03276544527
2025-04-02,295643.1789272822,330548.2701409831,246297.869562573,252801.5055742437,234659.5104831335,139431.82784849123
2025-04-03,298373.1813305415,333603.2728303447,248572.87156528907,248964.69779874632,231097.90326534485,137316.62356191594
2025-04-07,289259.1810101069,323404.27247176314,240977.87129826026,231830.59348131975,215192.767230903,126463.25045127491
2025-04-08,291275.195109228,325660.288249351,242657.88304752784,238235.9480169543,221135.50351317166,131135.25515098195
2025-04-09,294929.19062314404,329749.2832292094,245702.87930912452,234630.63204557978,217790.5886953616,129151.24636191945
2025-04-10,301313.18854031933,336893.2808984294,251022.87757343726,231374.23237831675,214769.38900406598,127359.24654502491
2025-04-11,305891.1771648921,342016.2681687846,254837.86809391456,232072.03725845896,215416.79353173016,127743.24923057179
2025-04-14,308159.1930264033,344554.285918571,256727.88131184058,233816.53559477412,217035.29198820828,128703.24831504445
2025-04-15,308075.1790874995,344460.2703202739,256657.8696960874,230909.0383675822,214337.79456074475,127103.24984092335
2025-04-16,315551.1779659785,352826.2690652385,262887.8687614866,227071.13925488078,210777.09538395642,124991.2503292046
2025-04-17,318155.18950162304,355740.281974174,265057.8783745237,227220.4159305144,210950.96135701833,125293.62465430255
2025-04-18,318911.19478879345,356586.2878907695,265687.88278049906,225331.08218540432,209061.13007766166,124037.36970517028
2025-04-21,324833.18613706005,363213.2782090678,270622.8755707212,226172.23153500212,209814.3742337331,124458.37683174002
2025-04-22,335669.18181119335,375339.273368217,279652.8719658323,228850.41985897673,212299.36339999287,125931.87040778983
2025-04-23,315425.18709836376,352685.27928481245,262782.87637180765,224259.2333593811,208039.37592650502,123405.87783548224
2025-04-24,318869.1778057612,356539.2688859477,265652.8686279722,226172.23153500212,209814.3742337331,124458.37683174002
2025-04-25,316685.19591031445,354095.2891458049,263832.8837150999,225024.42350773467,208749.3667855367,123826.87241527427
2025-04-28,313955.19350705517,351040.2864564433,261557.8817123838,223111.42533211363,206974.3684783086,122774.37341901648
2025-04-29,316139.1954296626,353484.28860793257,263377.8833145567,224259.2333593811,208039.37592650502,123405.87783548224
2025-04-30,314207.1952694453,351322.28842864174,261767.8831810422,223494.02040629042,207329.36390782445,122984.8707089125
2025-05-06,320129.1866177119,357949.27874694014,266702.87597126444,225024.42350773467,208749.3667855367,123826.87241527427
2025-05-07,322607.18725858105,360722.2794641032,268767.87650532206,225407.01858191146,209104.36221505253,124037.36970517028
2025-05-08,317819.19382748974,355364.28681502485,264777.88197941263,225024.42350773467,208749.3667855367,123826.87241527427
2025-05-09,316727.19286618603,354142.2857392802,263867.8811783262,221871.27882748598,205679.02268435908,121190.03134582729
2025-05-12,310217.18405423535,346857.2758782878,258442.87383503394,229545.091917456,213352.83577432908,126696.15490468052
2025-05-13,303775.5126184026,339651.5485725481,253075.7816055264,222575.0027853321,206888.67241791845,122884.65578587558
2025-05-14,306394.22349987424,342578.96073675936,255256.99066905637,221319.21895325888,205721.08745030523,122191.66470797565
2025-05-15,304149.6301001111,340069.76811505144,253387.39616660733,217133.19799483527,205113.80365322405,121709.76386662692
2025-05-16,309387.0295649568,345924.56751681154,252475.976680429,217342.507775433,204844.4889054957,121437.83706410404
2025-05-19,310883.41029940045,347597.3459801752,252944.01372950868,218724.5423249157,205500.15005203214,122083.98204625689
2025-05-20,323228.72974334157,361397.96771622484,254527.92433664872,219738.0528847535,207647.34193896968,124013.69556557272
2025-05-21,328840.22439179814,367670.96173382585,255651.4231855455,220563.95260874182,209063.5211527088,125075.69244276617
2025-05-22,323602.8249269525,361816.16233206575,255502.6605167955,220415.15884410142,208983.999240698,125075.69244276617
2025-05-23,324351.0152941743,362652.5515637476,254442.4432231678,219503.73963473274,208096.0106733457,124544.69927918051
2025-05-26,319113.61582932866,356797.7521619875,255135.76616265305,220097.68517284055,208688.00305158057,124898.69472157095
2025-05-27,326595.63099203503,365161.76911211794,254050.38013674744,219161.6972234692,207800.01448422828,124367.70155798529
2025-05-28,324772.4573201419,363161.97444912,255316.67461611755,220253.69246272702,208836.0099676267,124987.19885717962
2025-05-29,324323.9340023527,362625.1471577089,255859.3784115506,220721.69573573727,209280.0130727903,125252.70071398352
2025-05-30,326749.75096745585,365337.76612857985,255135.76616265305,220097.68517284055,208688.00305158057,124898.69472157095
2025-06-03,332409.95038910006,371667.1654818456,256763.87754895218,221501.6949918713,210020.0123670713,125695.20029198263
2025-06-04,332814.24518389796,372119.2596612375,256582.96909548767,221345.68770198483,209872.00545102515,125606.69615637396
2025-06-05,330388.4282187948,369406.6406903665,256040.26530005457,220877.68442897455,209428.00234586155,125341.19429957005
2025-06-06,331197.0419065485,370310.85599641013,256221.17375351914,221033.69171886105,209576.00926190772,125429.69843517874
2025-06-09,332409.95038910006,371667.1654818456,257487.46823288925,222125.68695811887,210612.00474530616,126049.19573437308
2025-06-10,334027.12956829165,373475.54219941306,262190.87237336166,226181.6905286755,214460.00813275733,128350.19775997732
2025-06-11,335240.0380508432,374831.85168484855,265266.16512753494,228833.68428020139,216976.00220471778,129854.69421516989
2025-06-12,336452.9465333948,376188.16117028403,265989.7773764325,229457.6948430981,217568.0122259275,130208.70020758246
2025-06-13,333622.83477349376,373023.4480200212,268160.5709932042,231329.68933848996,219344.00700360694,131270.69708477592
2025-06-16,337665.8309177885,377544.4437084596,270644.57112965384,233565.66608049924,221499.00745381543,132831.67447051534
2025-06-17,336857.2413281927,376640.2553496759,269453.97007716686,232599.03840703255,220604.50455015126,132472.5429990407
2025-06-18,340495.94267768954,380709.15685872245,269512.385796259,232632.55593085795,220630.02265381062,132468.05286041516
2025-06-19,340091.64788289164,380257.0626793306,268227.0652392939,232218.7345427657,220496.20099868957,132076.16313572932
2025-06-20,343730.3492323885,384325.96418837714,261509.3834077866,226330.87341131267,214874.64832192165,132301.1602389436
2025-06-23,348177.6401714811,389299.0540562074,262620.8823477776,227292.87249387798,215788.14745074016,131851.16603251506
2025-06-24,348986.2297610769,390203.24241499114,269512.18637581175,233257.27598012978,221451.85076122978,135113.67096777965
2025-06-25,352624.93111057376,394272.1439240377,271512.8738677056,234988.86515440044,223096.14048128825,135338.6680709939
2025-06-26,356263.6324600706,398341.04543308425,271735.1842557938,235181.27414526042,223278.84901886684,135157.42488999525
2025-06-27,346560.43689413165,387490.65039138007,269289.8759877236,233064.86698926982,221269.14222365123,135161.62283520072
2025-06-30,346156.14209933375,387038.5562119882,285295.48192377406,246917.67212690413,234423.5471022676,135176.91667081715
2025-07-01,345233.4569865115,386006.7829260447,285073.1715356858,246725.26313604412,234240.83856468898,135181.11461602262
2025-07-02,345244.18506870326,386018.78593974333,281516.3908278496,243646.87983335552,231317.65442019206,135185.3125612281
2025-07-03,345254.91315089504,386030.78895344195,281294.0804397614,243454.47084249553,231134.94588261348,135189.51050643355
2025-07-04,344782.7793523553,385559.93008640903,287518.479803756,248841.67029203472,236250.5453599046,134710.84657090748
2025-07-07,341589.6453735819,382371.32761448494,284628.5772597344,246340.46809019145,233875.44326906902,132719.32677294555
2025-07-08,355760.18402498704,397715.37569102633,292409.09633989644,253074.48460401592,240269.9589503358,138176.9276675159
